# Derived from google/mozc emoji_data.tsv, revision 9fbd649bea4c5e99cd8ad5e487213b26a953a376
# Copyright 2010-2018, Google Inc. All rights reserved.
# License: BSD-3-Clause; see THIRD_PARTY_LICENSES for full terms.
# Unicode CLDR 46.1; Copyright © 2004-2024 Unicode, Inc.
# License: Unicode-3.0; see THIRD_PARTY_LICENSES for full terms.
# azooKey porter version: 1
# Emoji version ceiling: 15.0
# Product aliases: 😄 = わらい / smile (preferred equal match).
#️⃣	かこみすうじ|しゃーぷ|しゃーぷだいやる		絵文字	1874
🎼	おんがく|がくふ|ごせん|ごせんふ|すこあ|とおんきごう	music|musical|musical_score|note|score	楽譜	1217
🎽	えきでん|しゃつ|すぽーつ|たすき|ちょうきょりそう|まらそん|らんにんぐ|らんにんぐしゃつ	athletics|running|running_shirt|sash|shirt	長距離走	1216
🎾	すぽーつ|てにす|てにすぼーる|ぼーる|らけっと	ball|racquet|sport|tennis	テニス	1215
🎿	いた|すきー|すきーぶーつ|すとっく|すぽーつ|ゆき	ski|skis|snow|sport	スキー	1214
🏀	すぽーつ|ばすけ|ばすけっとぼーる|ぼーる	ball|basketball|hoop|sport	バスケットボール	1213
🏁	しょうり|すぽーつ|ちぇっかー|ちぇっかーふらぐ|ちぇっかーふらっぐ|はた|ふらぐ|ふらっぐ|れーしんぐ|れーす	checkered|chequered|chequered_flag|finish|flag|flags|game|race|racing|sport|win	チェッカーフラッグ	1212
🏂️	すのぼ|すのーぼーだー|すのーぼーど|すぽーつ		スノボ	1211
🏃	いそぐ|かけあし|じょぎんぐ|すぽーつ|はしる|はしるひと|まらそん|らんなー|らんにんぐ	fast|hurry|marathon|move|person|person_running|quick|race|racing|run|rush|speed	走る人	1210
🏃‍♀️	いそぐ|かけあし|じょぎんぐ|じょせい|はしる|はしるおんな|まらそん|らんなー|らんにんぐ		絵文字	1209
🏃‍♂️	じょぎんぐ|だんせい|はしるおとこ|まらそん|らんなー|らんにんぐ		絵文字	1208
🏄‍♀️	おんな|さーふぁー|さーふぃんするおんな|じょせい|すぽーつ|なみのり		絵文字	1206
🏄‍♂️	おとこ|さーふぁー|さーふぃんするおとこ|すぽーつ|だんせい|なみのり		絵文字	1205
🏄️	うみ|さーふぁー|さーふぃん|さーふぃんするひと|すぽーつ|なみ|なみのり		サーファー	1207
🏅	きん|きんめだる|すぽーつ|ひょうしょう|めだる|ゆうしょう	award|gold|medal|sports|sports_medal|winner	メダル	1204
🏆️	かっぷ|しょうはい|ちゃんぴおん|とろふぃー|ひょうしょう|ゆうしょう|ゆうしょうかっぷ		トロフィー	1203
🏇	うま|きしゅ|きょうそうば|けいば|じょうば|じょっきー|すぽーつ	horse|horse_racing|jockey|racehorse|racing|riding|sport	競馬	1202
🏈	あめふと|あめりかんふっとぼーる|すぽーつ|ふっとぼーる|ぼーる|らぐびー|らぐびーぼーる	american|american_football|ball|bowl|football|sport|super	アメフト	1201
🏉	すぽーつ|ぼーる|らぐびー|らぐびーぼーる	ball|football|rugby|rugby_football|sport	ラグビー	1200
🏊‍♀️	およぐおんな|おんな|じょせい|すいえい|すいまー|すいみんぐ|すいむ|すぽーつ		絵文字	1198
🏊‍♂️	およぐおとこ|すいえい|すいまー|すいみんぐ|すいむ|すぽーつ|だんせい		絵文字	1197
🏊️	およぐひと|くろーる|じゆうがた|すいえい|すいまー|すいみんぐ|すいむ|すぽーつ|とらいあすろん		水泳	1199
🏋️	うぇいとりふてぃんぐ|うんどう|きんとれ|じゅうりょうあげ|じゅうりょうあげをするひと|すぽーつ|でっどりふと|ばーべる|ぱわーりふてぃんぐ|ぼでぃびるだー		絵文字	1196
🏋️‍♀️	うぇいとりふてぃんぐ|おんな|じゅうりょうあげをするおんな|じょせい|すぽーつ		絵文字	1195
🏋️‍♂️	うぇいとりふてぃんぐ|おとこ|じゅうりょうあげをするおとこ|すぽーつ|だんせい		絵文字	1194
🏌️	うちっぱなし|きゅうぎ|ごるふ|ごるふぁー|ごるふをするひと|すぽーつ		絵文字	1193
🏌️‍♀️	おんな|きゅうぎ|ごるふ|ごるふぁー|ごるふをするおんな|じょせい|すぽーつ		絵文字	1192
🏌️‍♂️	おとこ|ごるふ|ごるふぁー|ごるふをするおとこ|すぽーつ|だんせい		絵文字	1191
🏍️	おーとばい|おーとれーす|すぽーつ|のりもの|ばいく|もーたーすぽーつ		絵文字	1190
🏎️	えふわん|かーれーす|くるま|すぽーつ|のりもの|もーたーすぽーつ|れーしんぐかー|れーす		絵文字	1189
🏏	くりけっと|すぽーつ|ばっと|ぼーる	ball|bat|cricket|cricket_game|game	クリケット	1188
🏐	すぽーつ|ばれー|ばれーぼーる|ぼーる	ball|game|volleyball	バレーボール	1187
🏑	すてぃっく|すぽーつ|ふぃーるどほっけー|ほっけー|ぼーる	ball|field|field_hockey|game|hockey|stick	ホッケー	1186
🏒	あいすほっけー|すてぃっく|すぽーつ|ぱっく|ほっけー	game|hockey|ice|ice_hockey|puck|stick	アイスホッケー	1185
🏓	すぽーつ|たっきゅう|ぴんぽん|ぼーる|らけっと	ball|bat|game|paddle|ping|ping_pong|pingpong|pong|table|tennis	卓球	1184
🏔️	かんせつ|やま|ゆき|ゆきやま		絵文字	1183
🏕️	きゃんぷ|てんと|やま		絵文字	1182
🏖️	すなはま|ぱらそる|びーち|びーちぱらそる		絵文字	1181
🏗️	くれーん|けんせつ|けんせつちゅう|けんちく|こうじ		絵文字	1180
🏘️	いえ|じゅうたくがい|ふくすうのいえ|まち		絵文字	1179
🏙️	こうそうびる|とかい|とし|びるぐん		絵文字	1178
🏚️	あきや|いえ|たてもの|はいおく		絵文字	1177
🏛️	こだい|しせき|れきし|れきしてきけんぞうぶつ|れきしてきなたてもの		絵文字	1176
🏜️	さばく|さぼてん|さぼてんのあるさばく		絵文字	1175
🏝️	しま|むじんとう|やし|やしのきのあるしま		絵文字	1174
🏞️	こうえん|こくりつこうえん|しぜん		絵文字	1173
🏟️	きょうぎじょう|すたじあむ|やきゅうじょう		絵文字	1172
🏠️	いえ|いっこだて|かおく|こうがい|たてもの|まいほーむ		家	1171
🏡	いえ|いっこだて|うち|こうがい|たてもの|にわ|にわつきのいえ|ほーむ|まいほーむ	building|country|garden|heart|home|house|house_with_garden|ranch|settle|simple|suburban|suburbia|where	庭付きの家	1170
🏢	おふぃすびる|かいしゃ|しゃおく|たてもの|とかい|びる	building|city|cubical|job|office|office_building	オフィスビル	1169
🏣	たてもの|ゆうびん|ゆうびんきょく	building|japanese|japanese_post_office|office|post	郵便局	1168
🏤	せいようのゆうびんきょく|たてもの|ゆうびん	building|european|office|post|post_office	西洋の郵便局	1167
🏥	いしゃ|くすり|たてもの|びょういん	building|doctor|hospital|medicine	病院	1166
🏦	ぎんこう|たてもの	bank|building	銀行	1165
🏧	ぎんこう|げんきんじどうあずけばらいき	atm|atm_sign|automated|bank|cash|money|sign|teller	ATM	1164
🏨	たてもの|ほてる	building|hotel	ホテル	1163
🏩	たてもの|ほてる|らぶほ|らぶほてる	building|hotel|love|love_hotel	ラブホテル	1162
🏪	こんびに|こんびにえんすすとあ|たてもの|にじゅうよじかんえいぎょう|みせ	24|building|convenience|convenience_store|hours|store	コンビニ	1161
🏫	がっこう|こうしゃ|たてもの	building|school	学校	1160
🏬	たてもの|てんぽ|でぱーと|ひゃっかてん|びる	building|department|department_store|store	デパート	1159
🏭️	えんとつ|こうじょう|こうば|たてもの|ふぁくとりー		工場	1158
🏮	あかちょうちん|いざかや|ちょうちん|のみや	bar|lantern|light|paper|red|red_paper_lantern|restaurant	赤ちょうちん	1157
🏯	おしろ|しろ|たてもの|にほん|にほんのしろ	building|castle|japanese|japanese_castle	城	1156
🏰	おしろ|きゃっする|しろ|せいようのしろ|たてもの	building|castle|european	西洋の城	1155
🏳️	しらはた|しろ|はた|ふらぐ|ふらっぐ		絵文字	1154
🏳️‍⚧️	てぃーじー|とらんすじぇんだー|とらんすじぇんだーふらっぐ|はた|ふらぐ|ふらっぐ		絵文字	1153
🏳️‍🌈	げい|とらんすじぇんだー|にじいろのはた|ばいせくしゅある|ふらぐ|ぷらいど|れいんぼー|れいんぼーふらっぐ|れずびあん		絵文字	1152
🏴	くろ|こっき|はた|ふらぐ|ふらっぐ	black|black_flag|flag|waving	黒旗	1151
🏴‍☠️	かいぞく|かいぞくき|じょりーろじゃー|たからもの|りゃくだつ		絵文字	1150
🏴󠁧󠁢󠁥󠁮󠁧󠁿	いんぐらんど|はた		絵文字	1149
🏴󠁧󠁢󠁳󠁣󠁴󠁿	すこっとらんど|はた		絵文字	1148
🏴󠁧󠁢󠁷󠁬󠁳󠁿	うぇーるず|はた		絵文字	1147
🏵️	しょくぶつ|はな|はなかざり		絵文字	1146
🏷️	たぐ|にふだ|らべる		絵文字	1145
🏸	しゃとる|すぽーつ|ばどみんとん|らけっと	badminton|birdie|game|racquet|shuttlecock	バドミントン	1144
🏹	いてざ|しゃしゅ|せいざ|ぶき|や|ゆみ|ゆみや	archer|archery|arrow|bow|bow_and_arrow|sagittarius|tool|weapon|zodiac	弓矢	1143
🏺	かめ|せいざ|つぼ|みずがめ	amphora|aquarius|cooking|drink|jug|tool|weapon|zodiac	壺	1142
🐀	どうぶつ|ねずみ|らっと	animal|rat	ネズミ	1141
🐁	どうぶつ|ねずみ|はつかねずみ|まうす	animal|animals|mouse	ハツカネズミ	1140
🐂	うし|おうし|おうしざ|せいざ|どうぶつ	animal|animals|bull|farm|ox|taurus|zodiac	牡牛	1139
🐃	うし|すいぎゅう|どうぶつ|ばっふぁろー	animal|buffalo|water|water_buffalo|zoo	水牛	1138
🐄	うし|かちく|どうぶつ|にゅうぎゅう|めうし	animal|animals|cow|farm|milk|moo	牝牛	1137
🐅	たいがー|とら|どうぶつ|にくしょくどうぶつ	animal|big|cat|predator|tiger|zoo	トラ	1136
🐆	どうぶつ|にくしょくどうぶつ|ひょう	animal|big|cat|leopard|predator|zoo	ヒョウ	1135
🐇	うさぎ|どうぶつ|ぺっと	animal|bunny|pet|rabbit	ウサギ	1134
🐈‍⬛	くろ|くろねこ|どうぶつ|ねこ|ふきつ	animal|black|black_cat|cat|feline|halloween|meow|unlucky	黒猫	1132
🐈️	どうぶつ|ねこ|ぺっと		絵文字	1133
🐉	どうぶつ|どらごん|りゅう	animal|dragon|fairy|fairytale|knights|tale	ドラゴン	1131
🐊	くろこだいる|どうぶつ|はちゅうるい|わに	animal|crocodile|zoo	ワニ	1130
🐋	くじら|どうぶつ	animal|beach|ocean|whale	クジラ	1129
🐌	えすかるご|かたつむり|でんでんむし|むし	animal|escargot|garden|nature|slug|snail	かたつむり	1128
🐍	せいざ|どうぶつ|どく|はちゅうるい|へび|へびつかいざ	animal|bearer|ophiuchus|serpent|snake|zodiac	ヘビ	1127
🐎	うま|かちく|きょうそうば|けいば|じょうば|だーびー|どうぶつ	animal|equestrian|farm|horse|racehorse|racing	馬	1126
🐏	おひつじ|おひつじざ|せいざ|どうぶつ|ひつじ	animal|aries|horns|male|ram|sheep|zodiac|zoo	牡羊	1125
🐐	かちく|せいざ|どうぶつ|やぎ|やぎざ	animal|capricorn|farm|goat|milk|zodiac	山羊	1124
🐑	うーる|かちく|どうぶつ|ひつじ|ようもう	animal|baa|ewe|farm|female|fluffy|lamb|sheep|wool	羊	1123
🐒	さる|どうぶつ	animal|banana|monkey	サル	1122
🐓	おんどり|とり|どうぶつ|にわとり	animal|bird|ornithology|rooster	おんどり	1121
🐔	かお|とり|どうぶつ|にわとり	animal|bird|chicken|ornithology	にわとり	1120
🐕‍🦺	あくせしびりてぃ|いぬ|かいじょけん|さーびす|ほじょ	accessibility|animal|assistance|dog|service|service_dog	介助犬	1118
🐕️	いぬ|どうぶつ|ぺっと		絵文字	1119
🐖	かちく|どうぶつ|ぶた|ぽーく	animal|bacon|farm|pig|pork|sow	ブタ	1117
🐗	いのしし|かお|どうぶつ|のぶた	animal|boar|pig	イノシシ	1116
🐘	ぞう|どうぶつ	animal|elephant	ゾウ	1115
🐙	おくとぱす|たこ|どうぶつ|なんたいどうぶつ	animal|creature|ocean|octopus	タコ	1114
🐚	かい|かいがら|どうぶつ|まきがい	animal|beach|conch|sea|shell|spiral|spiral_shell	巻き貝	1113
🐛	いもむし|けむし|げじげじ|むし	animal|bug|garden|insect	毛虫	1112
🐜	あり|こんちゅう|むし	animal|ant|garden|insect	アリ	1111
🐝	はち|みつばち|むし	animal|bee|bumblebee|honey|honeybee|insect|nature|spring	ミツバチ	1110
🐞	てんとうむし|むし	animal|beetle|garden|insect|lady|lady_beetle|ladybird|ladybug|nature	テントウムシ	1109
🐟️	うおざ|さかな|せいざ|つり|どうぶつ|ふぃっしんぐ		魚	1108
🐠	さかな|どうぶつ|ねったいぎょ	animal|fish|fishes|tropical|tropical_fish	熱帯魚	1107
🐡	さかな|どうぶつ|ふぐ	animal|blowfish|fish	フグ	1106
🐢	かめ|どうぶつ|はちゅうるい	animal|terrapin|tortoise|turtle	カメ	1105
🐣	かお|たまご|たまごからかえったひよこ|とり|どうぶつ|ひな|ひなどり|ひよこ|ふか	animal|baby|bird|chick|egg|hatching|hatching_chick	卵からかえったひよこ	1104
🐤	かお|とり|どうぶつ|ひな|ひよこ|よこをむいているひよこ	animal|baby|baby_chick|bird|chick|ornithology	ひよこ	1103
🐥	とり|どうぶつ|ひな|ひよこ|まえをむいているひよこ	animal|baby|bird|chick|front-facing|front-facing_baby_chick|newborn|ornithology	前を向いているひよこ	1102
🐦‍⬛	からす|かーかー|くちばし|くろ|くろいとり|こくちょう|ちょうるい|とり|みやまがらす|わたりがらす	animal|beak|bird|black|black_bird|caw|corvid|crow|ornithology|raven|rook	黒い鳥	1100
🐦️	かお|とり|どうぶつ		鳥	1101
🐧	かお|とり|どうぶつ|ぺんぎん	animal|antarctica|bird|ornithology|penguin	ペンギン	1099
🐨	かお|こあら|どうぶつ	animal|australia|bear|down|face|koala|marsupial|under	コアラ	1098
🐩	いぬ|どうぶつ|ぷーどる|ぺっと	animal|dog|fluffy|poodle	プードル	1097
🐪	こぶ|さばく|どうぶつ|ひとこぶらくだ|らくだ	animal|camel|desert|dromedary|hump|one	ラクダ	1096
🐫	こぶ|さばく|どうぶつ|ふたこぶ|ふたこぶらくだ|らくだ	animal|bactrian|camel|desert|hump|two|two-hump|two-hump_camel	フタコブラクダ	1095
🐬	いるか|どうぶつ|どるふぃん	animal|beach|dolphin|flipper|ocean	イルカ	1094
🐭	えと|かお|じゅうにし|どうぶつ|ね|ねずみ|ねずみのかお	animal|face|mouse|mouse_face	ネズミの顔	1093
🐮	うし|うしのかお|えと|かお|じゅうにし|どうぶつ	animal|cow|cow_face|face|farm|milk|moo	牛の顔	1092
🐯	えと|かお|しし|じゅうにし|とら|とらのかお|どうぶつ	animal|big|cat|face|predator|tiger|tiger_face	トラの顔	1091
🐰	う|うさぎ|うさぎのかお|えと|かお|じゅうにし|どうぶつ|ぺっと	animal|bunny|face|pet|rabbit|rabbit_face	ウサギの顔	1090
🐱	かお|こねこ|どうぶつ|ねこ|ねこのかお|ぺっと	animal|cat|cat_face|face|kitten|kitty|pet	ネコの顔	1089
🐲	えと|かお|じゅうにし|たつ|どうぶつ|どらごん|どらごんのかお|りゅう	animal|dragon|dragon_face|face|fairy|fairytale|tale	ドラゴンの顔	1088
🐳	くじら|しお|しおふき|しおふきくじら|どうぶつ	animal|beach|face|ocean|spouting|spouting_whale|whale	潮吹きクジラ	1087
🐴	うま|うまのかお|かお|どうぶつ	animal|dressage|equine|face|farm|horse|horse_face|horses	馬の顔	1086
🐵	かお|さる|さるのかお|どうぶつ	animal|banana|face|monkey|monkey_face	サルの顔	1085
🐶	いぬ|いぬのかお|かお|こいぬ|どうぶつ|ぺっと	adorbs|animal|dog|dog_face|face|pet|puppies|puppy	イヌの顔	1084
🐷	かお|どうぶつ|ぶた|ぶたのかお	animal|bacon|face|farm|pig|pig_face|pork	ブタの顔	1083
🐸	かえる|かえるのかお|かお|どうぶつ	animal|face|frog	カエルの顔	1082
🐹	かお|どうぶつ|ねずみ|はむすたー|はむすたーのかお|ぺっと	animal|face|hamster|pet	ハムスターの顔	1081
🐺	おおかみ|おおかみのかお|かお|どうぶつ	animal|face|wolf	オオカミの顔	1080
🐻	かお|くま|くまのかお|どうぶつ	animal|bear|face|grizzly|growl|honey	クマの顔	1079
🐻‍❄️	くま|しろ|しろくま|どうぶつ|ほっきょく|ほっきょくぐま		絵文字	1078
🐼	かお|どうぶつ|ぱんだ|ぱんだのかお	animal|bamboo|face|panda	パンダの顔	1077
🐽	かお|どうぶつ|はな|ぶた|ぶたばな	animal|face|farm|nose|pig|pig_nose|smell|snout	ブタ鼻	1076
🐾	あしあと|いぬ|どうぶつ|にくきゅう|ねこ	feet|paw|paw_prints|paws|print|prints	肉球	1075
🐿️	しまりす|どうぶつ|りす		絵文字	1074
👀	うごくめだま|かお|からだ|め|りょうめ	body|eye|eyes|face|googly|look|looking|omg|peep|see|seeing	目	1073
👁️	かため|からだ|ひとつめ|め		絵文字	1072
👁️‍🗨️	ふきだし|ふきだしのめ|め|もくげき		絵文字	1071
👂️	かお|からだ|ききみみ|きく|みみ		耳	1070
👃	かお|からだ|はな	body|nose|noses|nosey|odor|smell|smells	鼻	1069
👄	かお|からだ|きす|くち|くちびる	beauty|body|kiss|kissing|lips|lipstick|mouth	口	1068
👅	かお|からだ|した|べろ|べー	body|lick|slurp|tongue	舌	1067
👆️	うえ|て|てのこううえゆびさし|てのこうじょうゆびさし|やじるし|ゆび|ゆびさし|ゆびさす		上	1066
👇️	した|したゆびさし|て|やじるし|ゆび|ゆびさし|ゆびさす		下	1065
👈️	て|ひだり|ひだりゆびさし|やじるし|ゆび|ゆびさし|ゆびさす		左	1064
👉️	て|みぎ|みぎゆびさし|やじるし|ゆび|ゆびさし|ゆびさす		右	1063
👊	ぐー|げんこつ|こぶし|て|ぱんち	absolutely|agree|boom|bro|bruh|bump|clenched|correct|fist|hand|knuckle|oncoming|oncoming_fist|pound|punch|rock|ttyl	グー	1062
👋	あいさつ|さようなら|さよなら|て|てをふる|はろー|ばいばい|またね	bye|cya|g2g|greetings|gtg|hand|hello|hey|hi|later|outtie|ttfn|ttyl|wave|waving_hand|yo|you	手を振る	1061
👌	おっけー|おーけー|おーけーのて|つまむ|て	awesome|bet|dope|fleek|fosho|got|gotcha|hand|legit|ok|ok_hand|okay|pinch|rad|sure|sweet|three	OKの手	1060
👍️	いいね|うえ|おっけー|おやゆび|おやゆびさいん|おーけー|ぐっど|さむあっぷ|さむずあっぷ|て|りょうかい		サムズアップ	1059
👎️	えぬじー|さむずだうん|した|だめ|て|ぶーいんぐ|ぼつ		ブーイング	1058
👏	おめでとう|て|てをたたく|はくしゅ|ぱちぱち	applause|approval|awesome|clap|clapping_hands|congrats|congratulations|excited|good|great|hand|homie|job|nice|prayed|well|yay	拍手	1057
👐	おっはー|て|てのひら|ひらいたりょうて|りょうてのひら	hand|hands|hug|jazz|open|open_hands|swerve	両手のひら	1056
👑	おうかん|おうぞく|かんむり|くらうん	clothing|crown|family|king|medieval|queen|royal|royalty|win	王冠	1055
👒	おんなのぼうし|ふじんぼうし|ぼうし|むぎわら|むぎわらぼうし	clothes|clothing|garden|hat|hats|party|woman|womans|womans_hat	婦人帽子	1054
👓️	めがね		メガネ	1053
👔	かいしゃいん|しゃつ|たい|ねくたい|ふく|わいしゃつ	clothing|employed|necktie|serious|shirt|tie	ネクタイ	1052
👕	しゃつ|てぃーしゃつ|ふく	blue|casual|clothes|clothing|collar|dressed|shirt|shopping|t-shirt|tshirt|weekend	Tシャツ	1051
👖	かじゅある|じーぱん|じーんず|ずぼん|でにむ|ぱんつ|ふく|ぶるーじーんず	blue|casual|clothes|clothing|denim|dressed|jeans|pants|shopping|trousers|weekend	ジーンズ	1050
👗	どれす|ふく|わんぴーす	clothes|clothing|dress|dressed|fancy|shopping	ワンピース	1049
👘	きもの|ふく|わふく	clothing|comfortable|kimono	着物	1048
👙	びきに|びーち|ふく|ぷーる|みずぎ	bathing|beach|bikini|clothing|pool|suit|swim	ビキニ	1047
👚	しゃつ|ふく|ふじんふく|ぶらうす	blouse|clothes|clothing|collar|dress|dressed|lady|shirt|shopping|woman|womans|womans_clothes	婦人服	1046
👛	がまぐち|がまぐちざいふ|こぜにいれ|さいふ	clothes|clothing|coin|dress|fancy|handbag|purse|shopping	がま口	1045
👜	かばん|しょっぴんぐ|はんどばっぐ|ばっぐ	bag|clothes|clothing|dress|handbag|lady|purse|shopping	ハンドバッグ	1044
👝	くらっちばっぐ|はんどばっぐ|ばっぐ|ぽーち	bag|clothes|clothing|clutch|clutch_bag|dress|handbag|pouch|purse	ポーチ	1043
👞	かわぐつ|くつ|しんしぐつ|ろーふぁー	brown|clothes|clothing|feet|foot|kick|man|mans|mans_shoe|shoe|shoes|shopping	紳士靴	1042
👟	あすれちっくしゅーず|くつ|しゅーず|じょぎんぐしゅーず|すにーかー|てにすしゅーず	athletic|clothes|clothing|fast|kick|running|running_shoe|shoe|shoes|shopping|sneaker|tennis	スニーカー	1041
👠	くつ|はいひーる|ひーる|ぴんひーる|ふく|ふじんぐつ	clothes|clothing|dress|fashion|heel|heels|high-heeled|high-heeled_shoe|shoe|shoes|shopping|stiletto|woman	ハイヒール	1040
👡	くつ|さんだる|ふく|ふじんぐつ	clothing|sandal|shoe|woman|womans|womans_sandal	サンダル	1039
👢	くつ|ふく|ふじんぐつ|ぶーつ|ろんぐぶーつ	boot|clothes|clothing|dress|shoe|shoes|shopping|woman|womans|womans_boot	ブーツ	1038
👣	あし|あしあと|はだし	barefoot|clothing|footprint|footprints|omw|print|walk	足あと	1037
👤	かげ|げすと|げすとあかうんと|しるえっと|じょうはんしん|なぞのひと|ひとかげ|ひとのしるえっと|ひとり	bust|bust_in_silhouette|mysterious|shadow|silhouette	人のシルエット	1036
👥	しるえっと|じょうはんしん|ともだち|ふたり	bff|bust|busts|busts_in_silhouette|everyone|friend|friends|people|silhouette	2人のシルエット	1035
👦	おとこのこ|かお|こども|しょうねん	boy|bright-eyed|child|grandson|kid|son|young|younger	男の子	1034
👧	おさげ|おんな|おんなのこ|かお|こども|しょうじょ|むすめ	bright-eyed|child|daughter|girl|granddaughter|kid|virgo|young|younger|zodiac	女の子	1033
👨	おとこ|おとな|かお|だんせい	adult|bro|man	男性	1032
👨‍⚕️	いし|いしゃ|おとこ|せらぴすと|だんせい|だんせいのいしゃ|どくたー		絵文字	1031
👨‍⚖️	おとこ|さいばん|さいばんかん|だんせい|だんせいのさいばんかん		絵文字	1030
👨‍✈️	おとこ|そうじゅうし|だんせい|だんせいぱいろっと|ぱいろっと		絵文字	1029
👨‍❤️‍👨	あつあつ|かっぷる|かっぷるとはーと|きねんび|こいびと|だんせい|だんせいとだんせいのかっぷる|はーと		絵文字	1028
👨‍❤️‍💋‍👨	かっぷる|きす|きねんび|だんせい|だんせいとだんせいできす|ちゅっ|はーと		絵文字	1027
👨‍🌾	おとこ|だんせい|のうか|のうかのだんせい|のうふ	farmer|gardener|man|man_farmer|rancher	農家の男性	1026
👨‍🍳	おとこ|こっく|しぇふ|だんせい|だんせいのこっく|りょうり|りょうりにん	chef|cook|man|man_cook	男性のコック	1025
👨‍🍼	あかちゃん|おとこ|しんせいじ|じゅにゅう|じゅにゅうするだんせい|だんせい|ちちおや|ぱぱ|ひと	baby|dad|father|feed|feeding|man|man_feeding_baby|nanny|newborn|nursing	授乳する男性	1024
👨‍🎓	おとこ|かくぼう|がくせい|そつぎょう|だんしがくせい|だんせい	graduate|man|man_student|student	男子学生	1023
👨‍🎤	あーてぃすと|えんたーていなー|おとこ|かしゅ|しんがー|すたー|だんせい|だんせいかしゅ|はいゆう|ろっくすたー	actor|entertainer|man|man_singer|rock|rockstar|singer|star	男性歌手	1022
👨‍🎨	あーてぃすと|おとこ|がか|げいじゅつか|だんせい|だんせいのげいじゅつか	artist|man|man_artist|palette	男性の芸術家	1021
👨‍🏫	おとこ|きょうし|きょうじゅ|こうし|せんせい|だんせい|だんせいのきょうし	instructor|lecturer|man|man_teacher|professor|teacher	男性の教師	1020
👨‍🏭	おとこ|こういん|だんせい|だんせいのようせつこう|ようせつ	assembly|factory|industrial|man|man_factory_worker|worker	男性の溶接工	1019
👨‍👦	おとこのこ|おやこ|かぞく|こども|だんせい|だんせいとおとこのこのかぞく		絵文字	1018
👨‍👦‍👦	おとこのこ|おやこ|かぞく|こども|だんせい|だんせいとおとこのことおとこのこのかぞく		絵文字	1017
👨‍👧	おやこ|おんなのこ|かぞく|こども|だんせい|だんせいとおんなのこのかぞく		絵文字	1016
👨‍👧‍👦	おとこのこ|おやこ|おんなのこ|かぞく|こども|だんせい|だんせいとおんなのことおとこのこのかぞく		絵文字	1015
👨‍👧‍👧	おやこ|おんなのこ|かぞく|こども|だんせい|だんせいとおんなのことおんなのこのかぞく		絵文字	1014
👨‍👨‍👦	おとこのこ|おやこ|かぞく|こども|だんせい|だんせいとだんせいとおとこのこのかぞく		絵文字	1013
👨‍👨‍👦‍👦	おとこのこ|おやこ|かぞく|こども|だんせい|だんせいとだんせいとおとこのことおとこのこのかぞく		絵文字	1012
👨‍👨‍👧	おやこ|おんなのこ|かぞく|こども|だんせい|だんせいとだんせいとおんなのこのかぞく		絵文字	1011
👨‍👨‍👧‍👦	おとこのこ|おやこ|おんなのこ|かぞく|こども|だんせい|だんせいとだんせいとおんなのことおとこのこのかぞく		絵文字	1010
👨‍👨‍👧‍👧	おやこ|おんなのこ|かぞく|こども|だんせい|だんせいとだんせいとおんなのことおんなのこのかぞく		絵文字	1009
👨‍👩‍👦	おとこのこ|おやこ|かぞく|こども|じょせい|だんせい|だんせいとじょせいとおとこのこのかぞく		絵文字	1008
👨‍👩‍👦‍👦	おとこのこ|おやこ|かぞく|こども|じょせい|だんせい|だんせいとじょせいとおとこのことおとこのこのかぞく		絵文字	1007
👨‍👩‍👧	おやこ|おんなのこ|かぞく|こども|じょせい|だんせい|だんせいとじょせいとおんなのこのかぞく		絵文字	1006
👨‍👩‍👧‍👦	おとこのこ|おやこ|おんなのこ|かぞく|こども|じょせい|だんせい|だんせいとじょせいとおんなのことおとこのこのかぞく		絵文字	1005
👨‍👩‍👧‍👧	おやこ|おんなのこ|かぞく|こども|じょせい|だんせい|だんせいとじょせいとおんなのことおんなのこのかぞく		絵文字	1004
👨‍💻	おとこ|かいはつしゃ|こんぴゅーた|だんせい|だんせいぎじゅつしゃ|でべろっぱ|ぱそこん|ぷろぐらま|ぷろぐらまー	coder|computer|developer|inventor|man|man_technologist|software|technologist	男性技術者	1003
👨‍💼	かいしゃいん|さらりーまん|だんせい|だんせいかいしゃいん|びじねすぱーそん|びじねすまん	architect|business|man|man_office_worker|manager|office|white-collar|worker	男性会社員	1002
👨‍🔧	おとこ|こうさく|すぱな|だんせい|だんせいのせいびし|でんきこう|はいかんこう|めかにっく	electrician|man|man_mechanic|mechanic|plumber|tradesperson	男性の整備士	1001
👨‍🔬	おとこ|かがくしゃ|だんせい|だんせいかがくしゃ	biologist|chemist|engineer|man|man_scientist|mathematician|physicist|scientist	男性科学者	1000
👨‍🚀	うちゅうひこうし|おとこ|だんせい|だんせいうちゅうひこうし	astronaut|man|man_astronaut|rocket|space	男性宇宙飛行士	999
👨‍🚒	おとこ|しょうぼうし|だんせい|だんせいしょうぼうし	fire|firefighter|firetruck|man|man_firefighter	男性消防士	998
👨‍🦯	あくせしびりてぃ|しかく|しょうがい|だんせい|つえをついただんせい|はくじょうをついただんせい|め	accessibility|blind|cane|man|man_with_white_cane|probing|white	杖をついた男性	997
👨‍🦰	あかげ|おとこ|おとな|かお|だんせい		絵文字	996
👨‍🦱	おとこ|おとな|かお|だんせい|まきげ		絵文字	995
